Device Name,Machine Name,Domain/Workgroup,Last Seen,Last Logged User,Last Reboot Time,IP Address,Customer Name,OS Type,OS Edition,OS Version,OS Build,Office,AntiVirus,Vendor,Motherboard,Model,Serial Number,Processor,Memory,Display,Sound,Harddrive,CDRom,Network Adapter,System Drive,MAC Addresses,Port 21,Port 25,Port 80,Port 443,Port 3389,Critical Patch,Security Patch,Service Pack Patch,Upgrade Patch,Optional Patches
MEDCART,MEDCART,pmc.local,"August 3, 2020 12:58:52 AM","PMC\Nurse (Since: Jul 20, 2020 8:10:36 PM)","July 18, 2020 7:17:29 PM",96.46.115.50/10.141.63.63;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,TOSHIBA,PEGATRON CORPORATION TKBSS ,Satellite L770D,3C039704R,AMD A6-3420M APU with Radeon(tm) HD Graphics ,5.48 GB,AMD Radeon HD 6520G,High Definition Audio Device,TOSHIBA MK6475GSX (596GB),TSSTcorp CDDVDW SN-208AB,"Qualcomm Atheros AR9002WB-1NG Wireless Network Adapter,Realtek PCIe FE Family Controller,Bluetooth Device (Personal Area Network)",C,9C:B7:0D:C0:FE:27 (Primary)9C:B7:0D:C1:35:EF E8:40:F2:62:C3:76 ,0,0,0,0,0,0,0,2,0,0
PARMER138,PARMER138,pmc.local,"August 3, 2020 12:01:21 PM","PMC\veronica (Since: Jul 30, 2020 7:44:58 AM)","July 31, 2020 5:15:49 PM",96.46.115.50/10.141.63.19;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:48:51 (Primary)20:79:18:B6:48:55 A0:1E:0B:0D:67:CE ,0,0,0,0,1,0,0,2,0,0
MEDRECMARYWIN7,MEDRECMARYWIN7,pmc.local,"August 3, 2020 12:01:20 PM","PMC\dita (Since: Jul 21, 2020 11:30:59 AM)","July 12, 2020 8:58:14 PM",96.46.115.50/10.141.62.124;,Parmer Medical Center,Work Station,Microsoft Windows 7 Professional SP1 x64,6.1,7601,"Microsoft Office Professional 2007 SP3, Build  14.0.5130.5003",Symantec Endpoint Protection,Dell Inc.,Dell Inc. 0G261D ,OptiPlex 960,2V04RH1,Intel(R) Core(TM)2 Duo CPU E8400 @ 3.00GHz ,3.84 GB,Intel(R) 4 Series Internal Chipset,SoundMAX Integrated Digital High Definition Audio,ST380815AS (74GB),TEAC DVD-ROM DV28SV,Intel(R) 82567LM-3 Gigabit Network Connection,C,00:22:19:1B:EA:5E (Primary),0,0,0,0,0,0,0,0,0,0
PARMER172,PARMER172,pmc.local,"April 23, 2020 6:29:08 AM","PARMER172\tntadmin (Since: Apr 22, 2020 4:41:56 PM)","April 22, 2020 4:40:25 PM",96.46.115.50/10.141.63.112;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.815,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:31:13:70 (Primary)5C:87:9C:31:13:74 A0:1E:0B:0F:02:46 ,0,0,0,0,1,0,0,3,0,0
PARMER173,PARMER173,pmc.local,"August 3, 2020 12:01:22 PM","PMC\DrJ (Since: Jul 22, 2020 3:45:51 PM)","July 22, 2020 8:16:13 AM",96.46.115.50/10.141.63.131;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:33:DF:1A (Primary)5C:87:9C:33:DF:1E A0:1E:0B:0E:FF:7B ,0,0,0,0,1,0,0,3,0,0
PARMER174,PARMER174,pmc.local,"August 3, 2020 12:01:22 PM","PMC\DrJ (Since: Jul 23, 2020 9:11:13 AM)","July 22, 2020 8:20:18 AM",96.46.115.50/10.141.63.137;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:89:4D (Primary)40:74:E0:1F:89:51 A0:1E:0B:0F:01:02 ,0,0,0,0,1,0,0,0,0,0
PARMER175,PARMER175,pmc.local,"August 3, 2020 12:01:22 PM","PMC\ymoreno (Since: Jul 29, 2020 12:15:39 PM),PMC\juana (Since: Jul 30, 2020 10:39:09 PM),PMC\rsalinas (Since: Aug 3, 2020 8:04:56 AM)","July 29, 2020 12:15:10 PM",96.46.115.50/10.141.63.27;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"SanDisk DA4064 (58GB),NEO-N4-SSD-240GB (223GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:CE:4F (Primary)40:74:E0:1E:CE:53 A0:1E:0B:0F:03:13 ,0,0,0,0,1,0,0,3,0,0
PARMER176,PARMER176,pmc.local,"August 3, 2020 12:01:20 PM","PMC\amartinez (Since: Jul 28, 2020 9:14:25 AM)","July 28, 2020 9:13:18 AM",96.46.115.50/10.141.63.145;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:E0:B1:18 (Primary)5C:87:9C:E0:B1:1C A0:1E:0B:0E:FE:8E ,0,0,0,0,1,0,0,3,0,0
PARMER177,PARMER177,WORKGROUP,"May 15, 2020 4:12:08 PM","PARMER177\tntadmin (Since: May 15, 2020 3:11:03 PM)","May 15, 2020 3:10:36 PM",96.46.115.50/10.141.63.120;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.628,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:31:FA (Primary)40:74:E0:1F:31:FE A0:1E:0B:0F:03:EE ,0,0,0,0,1,0,3,3,0,0
PARMER181,PARMER181,pmc.local,"August 3, 2020 12:01:23 PM","PMC\lynn (Since: Jul 28, 2020 7:42:07 AM)","July 17, 2020 12:13:56 AM",96.46.115.50/10.141.63.159;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:F9:B5 (Primary)40:74:E0:1E:F9:B9 A0:1E:0B:0E:FF:E7 ,0,0,0,0,1,0,0,2,0,0
PARMER180,PARMER180,pmc.local,"August 3, 2020 12:01:23 PM","PMC\tina (Since: Jul 21, 2020 10:22:00 AM)","July 16, 2020 5:41:58 PM",96.46.115.50/10.141.63.61;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1D:16:09 (Primary)40:74:E0:1D:16:0D A0:1E:0B:0F:03:1D ,0,0,0,0,1,0,0,0,0,0
PARMER179,PARMER179,pmc.local,"August 3, 2020 1:20:05 PM","PMC\Susie (Since: Jul 15, 2020 11:16:13 AM)","July 15, 2020 6:03:21 AM",96.46.115.50/10.141.63.120;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:D9:CB (Primary)40:74:E0:1E:D9:CF A0:1E:0B:0F:00:80 ,0,0,0,0,1,0,0,3,0,0
PARMER178,PARMER178,pmc.local,"August 3, 2020 12:01:19 PM","PMC\aRivera (Since: Jul 30, 2020 10:41:54 AM)","July 30, 2020 10:22:53 AM",96.46.115.50/10.141.63.139;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1F:05:9A (Primary)40:74:E0:1F:05:9E A0:1E:0B:0F:00:AA ,0,0,0,0,1,0,0,3,0,0
PARMER164,PARMER164,pmc.local,"August 3, 2020 12:01:23 PM","PMC\nathaniel (Since: Jul 16, 2020 4:50:52 PM)","July 15, 2020 12:16:50 AM",96.46.115.50/10.141.63.78;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:CE:38 (Primary)40:74:E0:1C:CE:3C A0:1E:0B:0F:02:4B ,0,0,0,0,1,0,0,3,0,0
PARMER163,PARMER163,pmc.local,"August 3, 2020 12:01:21 PM","PMC\rene (Since: Jul 16, 2020 9:28:25 PM)","July 15, 2020 6:36:59 PM",96.46.115.50/10.141.63.87;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20266",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1E:FE:3D (Primary)40:74:E0:1E:FE:41 A0:1E:0B:0F:03:AB ,0,0,0,0,1,0,0,3,0,0
PARMER165,PARMER165,pmc.local,"August 3, 2020 12:01:20 PM","PMC\DrJ (Since: Jul 20, 2020 9:34:37 AM)","July 15, 2020 7:54:57 PM",96.46.115.50/10.141.63.125;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:AD:90 (Primary)40:74:E0:1C:AD:94 A0:1E:0B:0F:01:75 ,0,0,0,0,1,0,0,3,0,0
PARMER162,PARMER162,pmc.local,"August 3, 2020 12:01:19 PM","PMC\conniej (Since: Jul 21, 2020 4:25:47 PM)","July 21, 2020 4:25:10 PM",96.46.115.50/10.141.63.10;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,5C:87:9C:E0:D2:56 (Primary)5C:87:9C:E0:D2:5A A0:1E:0B:0F:01:9C ,0,0,0,0,1,0,0,3,0,0
PARMER110,PARMER110,pmc.local,"August 3, 2020 12:01:20 PM","PMC\rhonda (Since: Jul 31, 2020 9:59:44 AM)","July 31, 2020 3:17:31 PM",96.46.115.50/10.141.63.141;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1803,17134.1246,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"Samsung BJTD4R (29GB),KINGSTON SA400M8120G (111GB)",,"Intel(R) Dual Band Wireless-AC 3168,Bluetooth Device (Personal Area Network),Realtek PCIe GBE Family Controller #3",C,A0:1E:0B:0D:6D:B7 F4:D1:08:D6:F5:E2 (Primary)F4:D1:08:D6:F5:E6 ,0,0,0,0,1,0,1,1,0,0
PARMERLP100,PARMERLP100,pmc.local,"August 3, 2020 1:20:06 PM","PMC\pt (Since: Jul 27, 2020 7:42:17 AM)","July 14, 2020 5:50:58 PM",96.46.115.50/10.141.63.62;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office Home & Business 2019, Build  16.0.13001.20384",Symantec Endpoint Protection,HP,HP 837F ,HP ProBook 470 G5,5CD84915WV,Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz ,7.9 GB,Intel(R) UHD Graphics 620,Conexant ISST Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8822BE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,0C:96:E6:03:20:FF 0C:96:E6:03:21:00 E4:E7:49:3B:1B:05 (Primary),0,0,0,0,0,0,0,2,0,0
TAMMYLAPTOP,TAMMYLAPTOP,pmc.local,"August 3, 2020 1:20:05 PM","PMC\angelica (Since: Jul 27, 2020 8:01:20 AM)","July 27, 2020 8:00:26 AM",96.46.115.50/10.141.63.55;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,Hewlett-Packard,Hewlett-Packard 198F ,HP EliteBook 840 G1,CNU423BN94,Intel(R) Core(TM) i5-4300U CPU @ 1.90GHz ,7.9 GB,Intel(R) HD Graphics Family,IDT High Definition Audio CODEC,PLEXTOR PX-128S3C (119GB),,"Intel(R) Ethernet Connection I218-LM,Intel(R) Dual Band Wireless-AC 7260,Bluetooth Device (Personal Area Network)",C,6C:C2:17:7C:05:13 (Primary)80:86:F2:C8:EA:06 80:86:F2:C8:EA:0A ,0,0,0,0,0,0,0,2,0,0
PARMER118,PARMER118,pmc.local,"August 3, 2020 12:01:20 PM","PMC\Nurse (Since: Jul 28, 2020 3:43:57 PM)","July 28, 2020 3:43:13 PM",96.46.115.50/10.141.63.135;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B6:7B:BE (Primary)20:79:18:B6:7B:C2 A0:1E:0B:0D:6A:45 ,0,0,0,0,1,0,0,2,0,0
PARMER101,PARMER101,pmc.local,"August 3, 2020 12:01:23 PM","PMC\clerk (Since: Jul 29, 2020 2:17:03 PM)","July 29, 2020 2:15:56 PM",96.46.115.50/10.141.63.126;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office Home & Business 2019, Build  16.0.13001.20384",Symantec Endpoint Protection,HP,HP 83F2 ,HP ProDesk 400 G5 SFF,MXL8513D6W,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,7.84 GB,Intel(R) UHD Graphics 630,Synaptics HD Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp PLDS DVDRW  DU8AESH,Realtek PCIe GbE Family Controller,C,F4:39:09:04:57:CA (Primary),0,0,0,0,1,0,0,2,0,0
PARMER102,PARMER102,pmc.local,"August 3, 2020 1:20:05 PM","PMC\ClinicFronts7 (Since: Jul 16, 2020 8:28:25 AM)","July 15, 2020 6:56:41 PM",96.46.115.50/10.141.63.123;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office Home & Business 2019, Build  16.0.13001.20384",Symantec Endpoint Protection,HP,HP 83F2 ,HP ProDesk 400 G5 SFF,MXL9010MMM,Intel(R) Core(TM) i5-8500 CPU @ 3.00GHz ,7.84 GB,Intel(R) UHD Graphics 630,Synaptics HD Audio,SK hynix BC501 HFM256GDJTNG-8310A (238GB),hp PLDS DVDRW  DU8AESH,Realtek PCIe GbE Family Controller,C,F4:39:09:09:17:08 (Primary),0,0,0,0,1,0,0,2,0,0
PARMERLP106,PARMERLP106,pmc.local,"June 26, 2020 12:38:43 AM","PMC\Nurse (Since: Jun 23, 2020 9:51:13 AM)","June 23, 2020 9:50:47 AM",96.46.115.50/10.141.63.55;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.836,N/A,Symantec Endpoint Protection,HP,HP 8532 ,HP 250 G7 Notebook PC,CND9376G81,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.89 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,KBG30ZMV256G TOSHIBA (238GB),,"Realtek PCIe GbE Family Controller,Realtek RTL8821CE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,04:0E:3C:55:FF:95 (Primary)80:91:33:E6:A1:D4 80:91:33:E6:A1:D5 ,0,0,0,0,1,0,1,3,0,0
PARMER113,PARMER113,pmc.local,"August 3, 2020 12:01:21 PM","PMC\gayla (Since: Jul 15, 2020 11:15:58 AM)","July 15, 2020 4:59:05 AM",96.46.115.50/10.141.63.64;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1903,18362.959,"Microsoft Office 365 Business, Build  16.0.13001.20266",Symantec Endpoint Protection,Intel(R) Client Systems,Intel Corporation NUC8BEB ,NUC8i7BEH,G6BE922009ZV,Intel(R) Core(TM) i7-8559U CPU @ 2.70GHz ,15.87 GB,Intel(R) Iris(R) Plus Graphics 655,Intel(R) Display Audio,INTEL SSDPEKNW512G8 (476GB),,"Intel(R) Ethernet Connection (6) I219-V,Intel(R) Wireless-AC 9560 160MHz,Bluetooth Device (Personal Area Network)",C,1C:69:7A:03:28:1E (Primary)D0:C6:37:38:EC:A3 D0:C6:37:38:EC:A7 ,0,0,0,0,1,0,0,3,0,0
PARMERLP104,PARMERLP104,pmc.local,"August 3, 2020 12:01:19 PM","PMC\pt (Since: Jul 31, 2020 8:20:22 AM)","July 30, 2020 6:17:39 PM",96.46.115.50/10.141.63.110;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,HP,HP 8532 ,HP 250 G7 Notebook PC,CND9376G6G,Intel(R) Core(TM) i5-8265U CPU @ 1.60GHz ,7.89 GB,Intel(R) UHD Graphics 620,Intel(R) Display Audio,"General UDisk USB Device (0GB),KBG30ZMV256G TOSHIBA (238GB)",,"Realtek PCIe GbE Family Controller,Realtek RTL8821CE 802.11ac PCIe Adapter,Bluetooth Device (Personal Area Network)",C,04:0E:3C:55:FF:85 (Primary)80:91:33:EE:44:00 80:91:33:EE:44:01 ,0,0,0,0,1,0,0,2,0,0
PARMER140,PARMER140,pmc.local,"August 3, 2020 12:01:19 PM","PMC\heidi (Since: Jul 16, 2020 8:19:31 AM)","August 3, 2020 11:09:11 AM",96.46.115.50/10.141.63.75;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.959,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,20:79:18:B7:2F:5F (Primary)20:79:18:B7:2F:63 A0:1E:0B:0D:66:90 ,0,0,0,0,1,0,0,3,0,0
PARMER109,PARMER109,pmc.local,"August 3, 2020 12:01:19 PM","PMC\dwelch (Since: Jul 27, 2020 10:27:07 AM)","July 21, 2020 6:15:29 PM",96.46.115.50/10.141.63.54;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,2004,19041.388,"Microsoft Office 365 Business, Build  16.0.13001.20384",Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"Samsung BJNB4R (29GB),KINGSTON SA400M8120G (111GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller #3,Bluetooth Device (Personal Area Network)",C,A0:1E:0B:0D:65:66 F4:D1:08:D7:B2:FC (Primary)F4:D1:08:D7:B3:00 ,0,0,0,0,1,0,1,2,0,0
PARMER136,PARMER136,WORKGROUP,"February 18, 2020 4:19:06 PM","PARMER136\tntadmin (Since: Feb 18, 2020 2:36:25 PM)","February 18, 2020 3:56:15 PM",108.226.169.157/10.1.2.151;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.657,N/A,Symantec Endpoint Protection,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU J4205 @ 1.50GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),Samsung BJTD4R (29GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,N/A,0,0,0,0,1,0,0,2,0,0
NEW2008,NEW2008,pmc.local,"August 3, 2020 4:40:06 PM","PMC\carson (Since: Apr 7, 2020 9:34:56 AM),PMC\jennifer (Since: Jul 29, 2020 12:46:10 PM),PMC\srwooster (Since: Jul 29, 2020 5:56:20 PM)","March 5, 2020 1:18:31 PM",96.46.115.50/10.141.62.6;,Parmer Medical Center,Domain Controller,Microsoft Windows Server 2008 R2 Standard SP1 x64,6.1,7601,N/A,Symantec Endpoint Protection,"VMware, Inc.",Intel Corporation 440BX Desktop Reference Platform ,VMware Virtual Platform,VMware-56 4d 5a a3 9f 18 08 6f-da 08 5b 24 bf 3c fd e5,Intel(R) Xeon(R) CPU E5-2430 0 @ 2.20GHz ,8 GB,VMware SVGA 3D,N/A,VMware Virtual disk SCSI Disk Device (999GB),NECVMWar VMware IDE CDR10 ATA Device,"Microsoft Virtual Network Switch Adapter,Intel(R) PRO/1000 MT Network Connection",C,00:0C:29:3C:FD:E5 (Primary),0,0,1,1,1,0,0,0,0,0
PARMER190,PARMER190,WORKGROUP,"March 3, 2020 1:58:38 PM","PARMER190\tntadmin (Since: Mar 2, 2020 2:20:09 PM)","March 2, 2020 3:19:59 PM",108.226.169.157/10.1.2.188;,Parmer Medical Center,Work Station,Microsoft Windows 10 Pro  x64,1909,18363.693,N/A,Windows Defender,MINIX,MINIX N42C-4 ,N42C-4,Default string,Intel(R) Pentium(R) CPU N4200 @ 1.10GHz ,7.85 GB,Intel(R) HD Graphics 505,Intel(R) Display Audio,"NEO-N4-SSD-240GB (223GB),SanDisk DA4064 (58GB)",,"Intel(R) Dual Band Wireless-AC 3168,Realtek PCIe GBE Family Controller,Bluetooth Device (Personal Area Network)",C,40:74:E0:1C:B3:7B (Primary)40:74:E0:1C:B3:7F A0:1E:0B:0F:03:CB ,0,0,0,0,1,0,1,3,0,0
